NOMBRE,REGIONAL,CIUDAD,DEPARTAMENTO,DIRECCION
GAMBITA,ORIENTAL,GAMBITA,SANTANDER,CARRERA 11 PARQUE PRINCIPAL CALLE 4 #. 9-06
COVARACHIA,ORIENTAL,COVARACHIA,BOYACA,CARRERA 1 # 3 - 20
CENTRO COMERCIAL GRAN PLAZA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 45 # 53-50 PISO 2
SAN LUCAS PLAZA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 20 SUR # 27-55
CENTRO COMERCIAAL MEGA BLUEGAR,COSTA,BARRANQUILLA,ATLANTICO,CARRERA 53 # 100-50
COLSUBSIDIO ANAPOIMA,BOGOTA,ANAPOIMA,CUNDINAMARCA,CARRERA 5 # 13-13
EMBAJADA BRITANICA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 9 # 76-49 PISO 9
GREEN HILLS,ORIENTAL,TUNJA,BOYACA,AVENIDA UNIVERSITARIA # 75 A 00 BLOQUE G LOCAL 2G
RESTAURANTE DON JORGE,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 43 SUR # 78N-16
UNIVERSIDAD MARIA CANO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 56 # 41-90
SUPER INTER SANTA ISABEL,CAFETERA,DOSQUEBRADAS,RISARALDA,CARRERA 10 # 34-33
SUPER CANA VNUE,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 29 CON DIAGONAL 29 A
TERMINAL ARMENIA,CAFETERA,ARMENIA,QUINDIO,CALLE 35 # 20-68
LA LUCHA BAQ,COSTA,SANTA MARTA,MAGDALENA,AVENIDA FERROCARRIL # 39A 112
SAN MATEO,ORIENTAL,SAN MATEO,BOYACA,CARRERA 4 # 3 - 75
SATIVANORTE,ORIENTAL,SATIVANORTE,BOYACA,CARRERA 3 # 7 - 02
PEREIRA,CAFETERA,PEREIRA,RISARALDA,CENTRAL MAYORISTA MERCASA – LOCAL B2
OIBA,SANTANDERES,OIBA,SANTANDER,CALLE 10 # 7 - 18
LA PAZ,ORIENTAL,LA PAZ,SANTANDER,CRA. 4 # 3-01
JESÚS MARÍA,ORIENTAL,JESÚS MARÍA,SANTANDER,PALACIO MUNICIPAL
EL ESPINO,ORIENTAL,EL ESPINO,BOYACA,CALLE 6 # 4 -08
TIPACOQUE,ORIENTAL,TIPACOQUE,BOYACA,CALLE 8 #3-47
SUSACÓN,ORIENTAL,SUSACÓN,BOYACA,CALLE 6 # 3 - 07
LA UVITA,ORIENTAL,LA UVITA,BOYACA,CARRERA 6 # 6 -73
SOLITA,SUR,SOLITA,CAQUETA,CARRERA 4 # 2-65/69 -CALLE 3 # 3-62/66
HOTEL CHINAUTA,BOGOTA,CHINAUTA,CUNDINAMARCA,"VÍA BOGOTÁ MELGAR KILOMETRO 68,5"
SURTIMAX LA GLORIA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 11 ESTE CALLE 43 SUR
SURTIMAX RESTREPO,BOGOTA,BOGOTA,CUNDINAMARCA,TRANSVERSAL 24 B # 14 A 51 SUR
LA_VAQUITA_SABA,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 43 A # 63 SUR 190
CASA_GRANDE_TRO,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 8 # 39-106
HOME CENTER MOSQUERA,BOGOTA,MOSQUERA,CUNDINAMARCA,AVENIDA TRONCAL DE OCCIDENTE # 1-59 ESTE
EDS TERPEL PEDR,SANTANDERES,BUCARAMANGA,SANTANDER,"AUTOPISTA BUCARAMANGA – PIEDECUESTA, KILOMETRO 7 COSTADO ORIENTAL"
CENTRO COMERCIAL CALIMA,CAFETERA,ARMENIA,QUINDIO,AVENIDA CENTENARIO # 3-80
MERCASUR SAN PEDRO,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 45 # 28 – 67
MEGA MIO PLAZA,COSTA,CARTAGENA,BOLIVAR,"CARRETERA  LA CORDIALIDAD, TRANV 54 CERCA AL TERMINAL"
SUPERMERCADO MEGA CABR,COSTA,CARTAGENA,BOLIVAR,AVENIDA SANTANDER # 41-40
SUBA RINCON,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 93 # 129 A 09
CENTRO COMERCIAL PUNTO 72,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 72 # 86-60 LOCAL 12
OXXO HEROES,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 20 (CARACAS) # 76-44
CLINICA LA SABANA,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA 19 # 102-53
CLINICA NOGALES,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 95 # 23-61
COLSUBSIDIO FUSAGASUGA,BOGOTA,FUSAGASUGÁ,CUNDINAMARCA,CARRERA 5 # 7-25
MAKRO 195,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 45 # 192-18
SUCRE,ORIENTAL,SUCRE,SANTANDER,CARRERA  5 # 5-81 CENTRO
CAMPO HERMOSO,ORIENTAL,CAMPOHERMOSO,BOYACA,CARRERA 5 # 2-03 /07
GIRARDOT,BOGOTA,GIRARDOT,CUNDINAMARCA,CARRERA 14 # 18-14
BUENAVISTA,COSTA,BUENAVISTA,SUCRE,CALLE  8 # 8-27
CHIPATA,ORIENTAL,CHIPATA,SANTANDER,CALLE 3 # 5-37
GACHANTIVA,ORIENTAL,GACHANTIVA,BOYACA,CARRERA 5 # 4-27 EDIFICIO MUNICIPAL
ABASTOS CUCUTA,SANTANDERES,CÚCUTA,NORTE DE SANTANDER,CENABASTOS BODEGA 18 Y 7 GALPON G
CANDELARIA,COSTA,CANDELARIA,ATLANTICO,CALLE 12 # 11-31
PUERTO SANTANDER,SANTANDERES,PUERTO SANTANDER,NORTE DE SANTANDER,CARRERA 3 # 4-70
MEGA BOCAGRANDE,COSTA,CARTAGENA,BOLIVAR,CARRERA 5 # 3-29
CENTRO COMERCIAL NUESTRO ATLANTICO,COSTA,SOLEDAD,ATLANTICO,CALLE 63 # 13-71
HOTEL GARDEN IN,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 82 # 25G - 84
GNB VIVA ENVIGADO,ANTIOQUIA,ENVIGADO,ANTIOQUIA,CARRERA 48 # 32 B SUR 139 LOCAL 210 D
GNB VIVA TUNJA,ORIENTAL,TUNJA,BOYACA,AVENIDA UNIVERSITARIA # 51-20 LOCAL 261
LA VAQUITA BAL,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 9 SUR # 29 D 76
LA VAQUITA 33,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 33 # 83 A 36
LA PRADERA,CAFETERA,DOSQUEBRADAS,RISARALDA,CALLE 21 # 16 - 87
MAKRO FLORIDABLANCA,SANTANDERES,FLORIDABLANCA,SANTANDER,KM 2 ANILLO VIAL LOTE  GALICIA
MAKRO CAJICA,BOGOTA,CAJICA,CUNDINAMARCA,VÍA CHÍA CAJICÁ COSTADO OCCIDENTAL
MAKRO OUT FACT,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA LAS AMÉRICAS CARRERA 65
SUPER CONCEP CA,BOGOTA,BOGOTA,CUNDINAMARCA,DIAGONAL 52 C BIS # 29-38 SUR
CENTRO COMERCIAL EL ENSUENO,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 51 # 59C SUR -93 LOCAL 208B
MAKRO DOSQUEBRADAS,CAFETERA,DOSQUEBRADAS,RISARALDA,CALLE 15 # 10-172
ÉXITO LA ARBOLEDA,CAFETERA,PEREIRA,RISARALDA,AVENIDA CIRCUNVALAR # 5-20
CENTRO COMERCIAL PARQUE LA COLINA,BOGOTA,BOGOTA,CUNDINAMARCA,AVENIDA BOYACA # 145 - 02
EL CHARCO,OCCIDENTE,EL CHARCO,NARIÑO,CARRERA 2 # 10A-10 BARRIO EL CARMEN
MILLA DE ORO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 42 # 3SUR -81 PISO 2 LOCAL 0217
SABANAS DE SAN ANGEL,COSTA,SABANAS DE SAN ANGEL,MAGDALENA,CARRERA 3 # 3 - 03 PLAZA PRINCIPAL
ULLOA,CAFETERA,ULLOA,VALLE DEL CAUCA,CARRERA 2 # 4-69/71 PLAZA PRINCIPAL
CORDOBA II,CAFETERA,CÓRDOBA,QUINDIO,CARRERA  10  CON CALLE 12 ESQUINA EDIFICIO DEL CAFÉ - PLAZA PRINCIPAL
SANTA SOFIA,ORIENTAL,SANTA SOFÍA,BOYACA,CALLE 4 # 3-07
OUTLET ARAUCO,BOGOTA,SOPO,CUNDINAMARCA,KM 07 VÍA BRICEÑO-SOPÓ
CENTRO COMERCIAL TITAN,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA BOYACÁ # 80-94 PISO 3
HORTUA_CLL_1RA,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CARACAS # 1-05 LOCAL 2
GNB PENSION BOGOTA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 11 # 94 A 13
OXXO CIUDADELA,SANTANDERES,BUCARAMANGA,SANTANDER,AVENIDA SAMANES # 9-11
SAN BERNARDO DEL VIENTO,ANTIOQUIA,SAN BERNARDO DEL VIENTO,CORDOBA,CARRERA 7 # 10-38
BUENAVISTA QUINDIO,CAFETERA,BUENAVISTA,QUINDIO,CALLE 2 #  3 - 30
CONCEPCION ANTIOQUIA,ANTIOQUIA,CONCEPCION,ANTIOQUIA,CALLE 20 # 21-27
CHIVOR,ORIENTAL,CHIVOR,BOYACA,CARRERA 4 # 4 -02/06
ABEJORRAL,ANTIOQUIA,ABEJORRAL,ANTIOQUIA,CARRERA 50 # 49-48/50
NUEVO COLON,ORIENTAL,NUEVO COLÓN,BOYACA,CALLE 4 # 4 -40/ 60  # 3-76
ENVIGADO,ANTIOQUIA,ENVIGADO,ANTIOQUIA,CALLE 38 Sur # 42-03
ROSAS,OCCIDENTE,ROSAS,CAUCA,CASA MUNICIPAL
JIMENEZ III,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 15 # 8-32
GNB PENSION MEDELLIN,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CALLE 7 D  # 43 A -111
EXITO IPIALES,OCCIDENTE,IPIALES,NARIÑO,CALLE 13 AVENIDA PANAMERICANA
OXXO SAN RAFAEL,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 45 # 20 - 13
UNIVERSIDAD LIBRE CALI,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 109 CON CALLE 24 ESQUINA
OLIMPICA SAO QUIBDO,ANTIOQUIA,QUIBDÓ,CHOCO,CALLE 30 AVENIDA AEROPUERTO
CENTRO COMERCIAL PLAZA CIA 74,COSTA,BARRANQUILLA,ATLANTICO,CALLE 74 # 43-67
ALKOSTO BUCARAMANGA,SANTANDERES,FLORIDABLANCA,SANTANDER,VIA FLORIDA – GIRO N KM 2.5
OLIMPICA BARANOA,COSTA,BARANOA,ATLANTICO,CARRERA 17 # 14 - 19
CAÑAVERAL TULUA,OCCIDENTE,TULUA,VALLE DEL CAUCA,CARRERA 21 # 28-02
UNIVERSIDAD DEL ROSARIO CENTRO,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 12 C # 6-25
ÉXITO APARTADO,ANTIOQUIA,APARTADO,ANTIOQUIA,CARRERA 103 # 101-45
MALL MERIDI COT,BOGOTA,COTA,CUNDINAMARCA,"VEREDA PUEBLO VIEJO, KILOMETRO18+970 METROS , VARIANTE COTA CHIA"
MALL MERIDA 13,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 78 # 17 - 55
CORPORATE CENTE,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CALLE 26 # 69 BL-07
CGR LA DORADA,CAFETERA,LA DORADA,CALDAS,CALLE 13  # 2-66/76
ALKOSTO CENTRO,OCCIDENTE,PASTO,NARIÑO,CALLE 19 # 28-89
ZONA BANANERA,COSTA,ZONA BANANERA,MAGDALENA,"CORREGIMIENTO DE PRADO SEVILLA,  CASA 9 ALCALDIA MUNICIPAL ZONA BANANERA."
FONSECA,COSTA,FONSECA,GUAJIRA,CALLE 13 # 19-57
EL CARMEN DE BOLIVAR,COSTA,EL CARMEN DE BOLIVAR,BOLIVAR,CALLE 22 # 52-34
SAO MALL PLAZA,CAFETERA,MANIZALES,CALDAS,AVENIDA KEVIN ANGEL CALLE 56 Y 57
PALOQUEMAO,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CALLE 19 # 25-02 PISO 2 LOCAL
MONTEOLI FLORIDABLANCA,SANTANDERES,FLORIDABLANCA,SANTANDER,CARRERA 8A # 12 - 99
ABASTOS BUCARAMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,VIA PALENQUE CAFÉ MADRID #  44-96 CENTRAL
ABASTOS SINCELEJO,COSTA,SINCELEJO,SUCRE,CALLE 38 #  19-232 LOCAL C11
CAICEDONIA,CAFETERA,CAICEDONIA,VALLE DEL CAUCA,CARRERA 15 #  8-20
SOLEDAD,COSTA,SOLEDAD,ATLÁNTICO,CALLE 15 #  21-141
ÉXITO CALIMA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 19 # 28-80
OXXO PERDOMO,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 63 # 70 B -89 SUR
OXXO QUIROGA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 32 SUR # 23-33
CENTRO COMERCIAL NEOS MODA,BOGOTA,BOGOTÁ,CUNDINAMARCA,AV. JIMENEZ # 9-43
CENTRO COMERCIAL USAQUEN PLAZA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 7 # 120-20
OXXO C POINT MO,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 25G#73B-90 Local 105
DOWN TOWN CAJICA,BOGOTA,CAJICA,CUNDINAMARCA,CARRERA 3 CALLE 4
CENTRO COMERCIAL GRAN SAN,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 10 # 9-37
CENTRO COMERCIAL GRAN PLAZA ALCA,ORIENTAL,YOPAL,CASANARE,CALLE 30 # 26-29
BARRIO CORDOBA,BOGOTA,BOGOTÁ,CUNDINAMARCA,DIAGONAL 26 BIS SUR # 1A 18 ESTE
CENTRO COMERCIAL GRAN PLAZA SANT,SUR,PITALITO,HUILA,CARRERA 15 # 19 A 01 Sur
CENTRO COMERCIAL CABECERA IV E,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 35A # 49-55
MALL NORTH POINT,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 7 # 155-80
OLIMPICA GUACARI,COSTA,SINCELEJO,SUCRE,CALLE 28 # 25B-365
CENTRO COMERCIAL VALLE DE ATRIZ,OCCIDENTE,PASTO,NARIÑO,CARRERA 41 # 18A-50
EDIFICIO 724,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 7 #24-89
HOTEL CITY AV 26,BOGOTA,BOGOTÁ,CUNDINAMARCA,DIAGONAL 25 G # 95-66
ÉXITO FELICIDAD,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CALLE 13 CON AV.  BOYACÁ
LA FRAGUA,BOGOTA,BOGOTÁ,CUNDINAMARCA,"CALLE 17 SUR # 28-47, LOCAL 16"
HOTEL CITY MED,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 4 SUR # 43A- 08
ÉXITO MARACAIBO,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 49 # 56-162
HOTEL RADISSON,BOGOTA,BOGOTÁ,CUNDINAMARCA,AV CARRERA 60 # 22-99
HOTEL CITY AV SEXTA,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 35 # 6N-06
EDS MOBIL IPIALES,OCCIDENTE,IPIALES,NARIÑO,CARRERA 6 # 19-32
CARACOLI,ANTIOQUIA,CARACOLI,ANTIOQUIA,CALLE 21 # 20B-23 CALLE LA BÁCULA
CENTRO COMERCIAL SINCELEJO CEN,COSTA,SINCELEJO,SUCRE,CALLE 21 # 21-08
AERO VILLAVICENCIO,BOGOTA,VILLAVICENCIO,META,Km 2 vía Restrepo Vda Vanguardia
MERCAR LIDER,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 49 # 56-162
OLI MPICA MANUELA BELTRAN,COSTA,SOLEDAD,ATLÁNTICO,CARRERA 15 # 30-150
AERO BARRANQUILLA,COSTA,BARRANQUILLA,ATLÁNTICO,Calle 30 Km 7
EDS TEXACO COLIN,BOGOTA,BOGOTÁ,CUNDINAMARCA,AV. BOYACA # 131-98 LOCAL 2
VILLETA,BOGOTA,VILLETA,CUNDINAMARCA,CARRERA  8 # 4-33
OLIMPICA LAS MORAS,COSTA,SOLEDAD,ATLÁNTICO,CALLE 45 # 16 A SUR 40
CGR GINEBRA,OCCIDENTE,GINEBRA,VALLE DEL CAUCA,CALLE 6 #  2-40
CENTRO COMERCIAL VENTURA TERRE,BOGOTA,SOACHA,CUNDINAMARCA,CARRERA 1 # 38-89
CENTRO COMERCIAL POBLADO PLAZA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 15 #11C-75
LA UNION,CAFETERA,LA UNIÓN,VALLE DEL CAUCA,CALLE 15 #  15-22
MALL MALAMBO,COSTA,MALAMBO,ATLÁNTICO,DIAGONAL 18 # 17-51 VÍA CARACOLÍ
ALCALICOOP ZIPA,BOGOTA,ZIPAQUIRA,CUNDINAMARCA,CARRERA 10 # 12-57
CENTRO COMERCIAL EL ENSUEÑO II,BOGOTA,SOACHA,CUNDINAMARCA,CARRERA 51 # 59C SUR -93 PISO 1
HOSPITAL SOACHA II,BOGOTA,SOACHA,CUNDINAMARCA,CARRRERA 4 ESTE # 30-88
EDIFICIO OIKOS 59,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 59 # 13-46
EMTEL CALLCENTER,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CALLE 17 a sur No 48-35
CENTRO COMERCIAL PLATINUM,OCCIDENTE,IPIALES,NARIÑO,CARRERA 7 # 14-51
COLSUBSIDIO PEÑALISA,BOGOTA,GIRARDOT,CUNDINAMARCA,KM. 125 VIA BOGOTA - GIRARDOT
COLSUBSIDIO MAIPORE,BOGOTA,SOACHA,CUNDINAMARCA,CALLE 15 sur No. 1-55
COLSUBSIDIO ZIPAQUIRA,BOGOTA,ZIPAQUIRA,CUNDINAMARCA,CALLE 8 # 31-15
COLSUBSIDIO PALATINO,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 7 # 138 - 33 LOCAL 1-24
CARULLA PEPE SIERRA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 15 CALLE 116
CENTRO COMERCIAL CARNAVAL,COSTA,BARRANQUILLA,ATLANTICO,CALLE 30 # 7 -27
OLIMPICA JARDIN PLAZA,SANTANDERES,CUCUTA,NORTE DE SANTANDER,CENTRO COMERCIAL JARDIN PLAZA LOCAL A1 – ANILLO VIAL ORIENTAL # 13 – 70
PURA SANTO DOMINGO,COSTA,CARTAGENA,BOLÍVAR,"CALLE SANTO DOMINGO, 3-19 P1 APTO 05"
DROGUERIA PURA GETSEMANI,COSTA,CARTAGENA,BOLÍVAR,CALLE DE SAN ANDRES #30-36
OXXO MULTICENTRO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 124 # 15-47
COLSUBSIDIO CALLE 40 SUR,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 72 # 40-05 SUR
BARRANQUILLA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 13 # 17B- 31 CORREGIMIENTO LA PLAYA
OPAIN CAC,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 26 # 106-39
CENTRO COMERCIAL SERREZUELA,COSTA,CARTAGENA,BOLÍVAR,CARRERA 11 # 39-21
OXXO AGUAS,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 3 # 18-19
OLIMPICAS PALMAR VARELA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 11 # 6-35
CENTRO COMERCIAL EL EDEN,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA BOYACA # 15-98
CENTRO COMERCIAL BUENAVISTA,COSTA,BARRANQUILLA,ATLÁNTICO,CARRERA 55 #  98 A -15
OXXO ZONA INN,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 13 # 65 - 20 L. 37/38 CENTRO COMERCIAL INN
OXXO ESTADIO,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 13A # 29-34
ED CEDESARROLLO,COSTA,CARTAGENA,BOLÍVAR,DIAGONAL 30 # 50-187
CLINICA CAFAM FL,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 68 # 90-88
OLIMPICA CHICO III,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 15 #  97 – 25
CENTRO COMERCIAL SAND PEREIRA,CAFETERA,PEREIRA,RISARALDA,CARRERA 8 CALLE 30 Y 31
GRAND BOULEVARD,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 20 # 16 – 28 TORRE 2 ETAPA II
TORRES CALEDONIA,SANTANDERES,BUCARAMANGA,SANTANDER,TRANS. CENTRAL METROPOLITANA #103 A 04 L. 6 B. 1
CENTRO COMERCIAL LO NUESTRO MONT,ANTIOQUIA,MONTERIA,CORDOBA,"TRANSVERSAL 29 # 29-69, PISO 1, CAJERO 3"
ÉXITO AVENIDA QUINTA,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 5 CALLE 12 – 68
CENTRO COMERCIAL PASEO DE RIO,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 57 D SUR #78H-14 LOCAL  C1
SUPER REFUGIO,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 66 # 1C - 18
GUAYABETAL,BOGOTA,GUAYABETAL,CUNDINAMARCA,CALLE 2 #1-71
FUNDACION CENTRO,COSTA,BARRANQUILLA,MAGDALENA,CALLE  6 # 7A-47
CAFAM CALLE 93,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 93 # 19 B- 77/95
COLSUBSIDIO CALLE 100,BOGOTA,BOGOTÁ,CUNDINAMARCA,AUTONORTE CALLE 100
CLINICA SANTA MONICA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 50 # 91-38
ÉXITO SAN MATEO CUCUTA,SANTANDERES,CUCUTA,NORTE DE SANANDER,AVENIDA DEMETRIO MENDOZA CON DIAGONAL SANTANDER
CENTRO COMERCIAL AVENIDA FUSAGASUGA,BOGOTA,FUSAGASUGÁ,CUNDINAMARCA,CALLE 8 # 21-92
GUACA,SANTANDERES,GUACA,SANTANDER,CALLE 4 # 4-32 PARQUE CENTRAL
SUPER VILLA MAY,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 37 SUR # 33A - 88
ZUAMEN FUNZA,BOGOTA,FUNZA,CUNDINAMARCA,CARRERA 2D # 24 - 44
OLIMPICA BELLO HORIZONTE,COSTA,SANTA MARTA,MAGDALENA,"TRONCAL DEL CARIBE, SANTA MARTA"
HOTEL SALVIO  93,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 12 # 93-35
TT ANTONIO PRADO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE  42 SUR # 79-04
OLIMPICA MINCA,COSTA,SANTA MARTA,MAGDALENA,CARRERA 49 NO.53A-67
ÉXITO FONTANAR,BOGOTA,CAJICA,CUNDINAMARCA,"VÍA CHIA KM2,5 CAJICÁ, C.C FONTANAR"
OLIMPICA CAMPINA TULUA,OCCIDENTE,TULUA,VALLE DEL CAUCA,CARRERA 22 # 14A - 15
OXXO CHICAMOCHA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 32 # 33 - 110 LOCAL 101-102-103
CENTRO COMERCIAL ARKADIA,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 70 # 1-141 LOCAL C3 -01
OLIMPICA AMERICA BUENAVENTURA,OCCIDENTE,BUENAVENTURA,VALLE DEL CAUCA,CARRERA 66 # 8 -55
HOTEL ENCORE,BOGOTA,BOGOTA,CUNDINAMARCA,Carrera 106 # 15 A 25 Zona Franca Fontibón
OLIMPICA ARJONA,COSTA,CARTAGENA,BOLÍVAR,AVENIDA JUNCAL CARRERA 44  CALLE 49
AMALFI,ANTIOQUIA,AMALFI,ANTIOQUIA,CARRERA 21 # 19-045
CAMELLON SANTA MARTA,COSTA,SANTA MARTA,MAGDALENA,CARRERA 1 # 18-23
SANTANA,SANTANDERES,FLORIDABLANCA,SANTANDER,CARRERA 11 # 7 -29
ALTOQ ESPINELES,ORIENTAL,TUNJA,BOYACA,RURAL KM 7 TUNJA - BOGOTA / BARON GERMANIA - TUNJA
OLIMPICA NECOCLI,ANTIOQUIA,NECOCLI,ANTIOQUIA,CALLE 50 # 43-12
OLIMPICA TURBO,ANTIOQUIA,TURBO,ANTIOQUIA,CALLE 100 # 13 - 23
RIOHACHA CENTRO,COSTA,RIOHACHA,GUAJIRA,CALLE 7 # 5 -72
CENTRO COMERCIAL SANTAFE MEDELLIN,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 43 A # 7 SUR 170
EDS CORRALEJA,BOGOTA,GACHANCIPA,CUNDINAMARCA,VÍA BOGOTÁ – TUNJA (3 KM DE GACHANCIPA)
SAN CRISTOBAL SUR,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 17 A SUR # 6-18 ESTE
MALL 72 HUB,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,CALLE 72 CON CARRERA 24
TUNJUELITO,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,CALLE 51 SUR 13 D 47 LOCAL # 1
ACOMEDICA 127,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,AVENIDA CALLE 127 #19A-26-44
BOULEVARD TUNJA,ORIENTAL,TUNJA,BOYACÁ,AVENIDA OLIMPICA CALLE 32 # 3-76
DROGUERIA PARIS 4,SUR,NEIVA,HUILA,CALLE 8 # 3-72
BOCHALEMA,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 112 # 25-53
ALTOQ PUERTA AM,COSTA,CARTAGENA,BOLIVAR,"CORREGIMIENTO DE PONTEZUELA, ZONA NORTE KM 9 VÍA 90A – CARTAGENA"
VENECIA II,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,DIAGONAL 46 A # 53-11 SUR
NATURAL MARKET,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,CARRERA 8 # 107-27
PUERTA DEL SOL,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,CALLE 140 # 11-58
FONTANA ARIZONA,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 102 # 18 - 104 LOCAL  4
ALTOQ ALSACIA,BOGOTA,"BOGOTA, D.C.",CUNDINAMARCA,AVENIDA BOYACÁ # 12A - 80
ALTOQ COGUA,BOGOTA,COGUA,CUNDINAMARCA,KILOMETRO 35  BOGOTA EN LA VIA ZIPAQUIRA -UBATE
ALTOQ LA 33,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CALLE 33 # 63 B 315
ÉXITO INDIANA,ANTIOQUIA,ENVIGADO,ANTIOQUIA,KILOMETRO 17 VIA LAS PALMAS LOCAL 101
CARULLA BOCAGRANDE,COSTA,CARTAGENA,BOLÍVAR,AVENIDA SAN MARTIN EDIFICIO SEGUROS BOLIVAR CARRERA 1 # 28 -1
ALTOQ CONTADOR,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CARRERA 19 #134A -54
CGR RIO SUCIO,ANTIOQUIA,RIO SUCIO,CHOCÓ,CALLE 5 # 7-35 BARRIO EL CENTRO
